,Marca,Gasolina 95,Gasolina 98,Gasóleo A,Direccion,Poblacion,Horario,Fecha
426,SARAS ENERGIA,1.369,1.499,1.259,"CALLE URGELL, S/N",SANT PERE DE RIBES,L-S 07,2019-04-14 14:07:58.867659
427,REPSOL,1.419,1.559,1.289,CARRETERA B-211 KM. 8,SANT PERE DE RIBES,L-D 06,2019-04-14 14:07:58.867659
428,LOWCOSTFUEL,1.229, ,1.169,"RAMBLA DEL GARRAF, 68",SANT PERE DE RIBES,L-D 24H,2019-04-14 14:07:58.867659
429,PETRONIEVES,1.279, ,1.179,"AVENIDA CAMI PLA, 8",SITGES,L-V 08,2019-04-14 14:07:58.867659
430,REPSOL,1.419,1.559,1.289,"CR C-31, 164,38",SITGES,L-D 24H,2019-04-14 14:07:58.867659
431,SARAS ENERGIA,1.299,1.469,1.189,P.I. MAS ALBA PARC.12-14 - C.C. CAPRABO,SITGES,L-D 24H,2019-04-14 14:07:58.867659
432,REPSOL,1.389,1.499,1.309,CARRETERA BV-2002 KM. 2800,SANT VICENÇ DELS HORTS,L-D 24H,2019-04-14 14:07:58.867659
433,GALP,1.259, ,1.159,"CALLE BARCELONA, 298",SANT VICENÇ DELS HORTS,L 06,2019-04-14 14:07:58.867659
434,SHELL,1.339, ,1.229,CARRETERA TORRELLES KM. 28,SANT VICENÇ DELS HORTS,L-D 24H,2019-04-14 14:07:58.867659
435,REPSOL,1.419,1.559,1.349,CARRETERA TORRELLAS 68 KM.,SANT VICENÇ DELS HORTS,L-D 06,2019-04-14 14:07:58.867659
436,GALP,1.309,1.439,1.209,CARRETERA N-340 KM. 1243,SANT VICENÇ DELS HORTS,L-D 06,2019-04-14 14:07:58.867659
437,BP JORDAN,1.389,1.531,1.309,"CALLE LLAVEROL ESQ CRTA C-2005, 0",SANT VICENÇ DELS HORTS,L-D 24H,2019-04-14 14:07:58.867659
438,PETROMIRALLES,1.309,1.432,1.239,"CALLE A, 31",SANT VICENÇ DELS HORTS,L-D 24H,2019-04-14 14:07:58.867659
439,GASUIR,1.349, ,1.269,"CARRER TORRENT MALET, 17",PREMIA DE MAR,L-D 24H,2019-04-14 14:07:58.867659
440,"PETRONIEVES, S.L.",1.329, ,1.229,"AVENIDA COMTE LLOBREGAT, 107",MARTORELL,L-D 24H,2019-04-14 14:07:58.867659
441,CEPSA,1.409,1.524,1.319,"CR N-2, 591,3",MARTORELL,L-D 06,2019-04-14 14:07:58.867659
442,CARREFOUR,1.349, ,1.259,CARRETERA NACIONAL II KM. 588,MARTORELL,L-D 24H,2019-04-14 14:07:58.867659
443,REPSOL,1.409,1.519,1.319,"CL PAU CLARIS, 13",MARTORELL,L-D 24H,2019-04-14 14:07:58.867659
444,PETRONOR,1.409,1.459,1.309,"CARRETERA N-2 KM. 593,5",MARTORELL,L-D 06,2019-04-14 14:07:58.867659
445,PETRONIEVES,1.289,1.409,1.229,"CARRETERA ANTIGUA NACIONAL II KM. 593,20",SANT ANDREU DE LA BARCA,L-D 24H,2019-04-14 14:07:58.867659
446,CTW,1.309, ,1.239,CARRETERA NACIONAL II KM. 593,SANT ANDREU DE LA BARCA,L-D 24H,2019-04-14 14:07:58.867659
447,PETROCAT DIRECTE,1.329, ,1.219,"CALLE MEXICO, S/N",SANT ANDREU DE LA BARCA,L-D 24H,2019-04-14 14:07:58.867659
448,SARAS ENERGIA,1.309,1.409,1.239,CRA. MARTORELL 11-19 C.C. ATRIUM-CAPRABO,SANT ANDREU DE LA BARCA,L-S 07,2019-04-14 14:07:58.867659
449,CEPSA,1.359,1.474,1.269,"CALLE GARBI, 123/125",PINEDA DE MAR,L-D 06,2019-04-14 14:07:58.867659
450,E.S. PINEDA DE MAR,1.299,1.399,1.209,CARRETERA N-II KM. 671,PINEDA DE MAR,L-D 24H,2019-04-14 14:07:58.867659
451,ESSER,1.299,1.399,1.209,"CALLE LLEBEIG, 1",PINEDA DE MAR,L-D 24H,2019-04-14 14:07:58.867659
452,ESTACIO SERVEI MAS ROGER,1.299, ,1.209,"CALLE CALLE GARBI, 190/194",PINEDA DE MAR,L-D 24H,2019-04-14 14:07:58.867659
453,REPSOL,1.449,1.569,1.349,"POLIGONO CIM VALLÉS, PARCELA 13, SN",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
454,CEPSA,1.409,1.524,1.319,"CARRETERA C-59 KM. 1,5",SANTA PERPETUA DE MOGODA,L-D 06,2019-04-14 14:07:58.867659
455,CEPSA,1.409,1.524,1.319,"CARRETERA N-152A KM. 15,1",SANTA PERPETUA DE MOGODA,L-D 06,2019-04-14 14:07:58.867659
456,REPSOL,1.449,1.569,1.349,"CALLE LAS PALMAS, S/N",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
457,CEPSA,1.409,1.524,1.319,"CARRETERA B-140 KM. 5,5",SANTA PERPETUA DE MOGODA,L-D 06,2019-04-14 14:07:58.867659
458,REPSOL,1.449,1.569,1.349,AUTOPISTA AP-7 KM. 144,SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
459,REPSOL,1.449,1.569,1.349,CR AUTOPISTA AP-7 KM 144.1,SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
460,ESCLATOIL,1.259, ,1.169,"AVENIDA TRES, 64",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
461,SHELL,1.409,1.549,1.339,"CALLE CAN VINYALETS, 21",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
462,LOWCOSTFUEL,1.209, ,1.159,"CALLE CATALUNYA, 33",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
463,CEPSA,1.389,1.504,1.309,"AVENIDA MOSSÈN JACINT VERDAGUER, 1",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
464,MARINÉ, , , ,"CALLE GUIFRÉ EL PILÓS, 10",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
465,MARINÉ,1.197, ,1.157,"CALLE GUIFRE EL PILOS, S/N",SANTA PERPETUA DE MOGODA,L-D 24H,2019-04-14 14:07:58.867659
466,SHELL,1.419,1.559,1.344,"CALLE PARAIRES, 2",SANTIGA,L-D 05,2019-04-14 14:07:58.867659
467,REPSOL,1.449,1.569,1.349,"AUTOPISTA AP-2 KM. 8,5",MOLINS DE REI,L-D 24H,2019-04-14 14:07:58.867659
468,OILPRIX,1.233,1.513,1.159,"AVDA. BARCELONA, 222 (N-340)",MOLINS DE REI,L-D 05,2019-04-14 14:07:58.867659
469,SHELL,1.409,1.549,1.309,CARRETERA N-340 KM. 1246,MOLINS DE REI,L-D 05,2019-04-14 14:07:58.867659
470,PETROLIS DE BARCELONA,1.339,1.443,1.223,"CALLE RIERA CAN PAHISSA, 7,11",MOLINS DE REI,L-D 05,2019-04-14 14:07:58.867659
471,GALP,1.379,1.499,1.279,"A-2 km 8,000",MOLINS DE REI,L-D 24H,2019-04-14 14:07:58.867659
472,REPSOL,1.429,1.569,1.309,"AVENIDA CALDES, 18",MOLINS DE REI,L 06,2019-04-14 14:07:58.867659
473,BALLENOIL,1.229, ,1.149,"CARRER EL PLA, 3",MOLINS DE REI,L-D 24H,2019-04-14 14:07:58.867659
474,PETRONIEVES,1.279, ,1.199,"CALLE VAPOR CREMAT DEL, 13",OLESA DE MONTSERRAT,L-D 24H,2019-04-14 14:07:58.867659
475,PETRONIEVES,1.279, ,1.199,"AVINGUDA FRANCESC MACIA ESQ. CTRA. MARTORELL - ILLA 2, S/N",OLESA DE MONTSERRAT,L-D 24H,2019-04-14 14:07:58.867659
476,GALP,1.319,1.509,1.239,"CALLE COLON, S/N",OLESA DE MONTSERRAT,L-D 05,2019-04-14 14:07:58.867659
477,REPSOL,1.409,1.549,1.319,"CARRETERA C-55 KM. 6,39",OLESA DE MONTSERRAT,L-D 06,2019-04-14 14:07:58.867659
478,BP TRUYOLS,1.399,1.541,1.309,CARRETERA SABADELL-PRAT LLUÇANES KM. 7,CASTELLAR DEL VALLES,L-D 06,2019-04-14 14:07:58.867659
479,BP,1.399, ,1.309,"CARRETERA DE SABADELLA A CASTELLAR DEL VALLES KM. 6,400",CASTELLAR DEL VALLES,L-D 06,2019-04-14 14:07:58.867659
480,PETROEIGHT,1.259, ,1.179,"CALLE TERRA ALTA, 47",CASTELLAR DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
481,PETROPRIX,1.229, ,1.139,"CALLE PRIORAT, 30",CASTELLAR DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
482,REPSOL,1.409,1.509,1.309,"CARRETERA B-124 KM. 5,4",CASTELLAR DEL VALLES,L-D 06,2019-04-14 14:07:58.867659
483,REPSOL,1.409,1.509,1.309,"CARRETERA B-124 KM. 5,3",CASTELLAR DEL VALLES,L-D 06,2019-04-14 14:07:58.867659
484,SHELL,1.249, ,1.189,"CL OSONA, 1-3",AIRESOL,L-D 24H,2019-04-14 14:07:58.867659
485,MEROIL,1.359,1.409,1.249,"AVDA. DEL MARESME, S/N",MASNOU (EL),L-D 07,2019-04-14 14:07:58.867659
486,SARAS ENERGIA,1.409,1.529,1.259,"CRTA.N II, KM 635, POL.IND. VORAMAR",MASNOU (EL),L-D 07,2019-04-14 14:07:58.867659
487,REPSOL,1.449,1.549,1.349,"CR A-2, 581,5",ESPARREGUERA,L-D 24H,2019-04-14 14:07:58.867659
488,ANEU OIL,1.244, ,1.111,"CALLE FARGA, 17",ESPARREGUERA,L-D 24H,2019-04-14 14:07:58.867659
489,SHELL,1.289, ,1.209,"POLIGONO LES TRES RIERES, 1",ESPARREGUERA,L 06,2019-04-14 14:07:58.867659
490,BP PARADA LA CREU,1.419,1.581,1.329,"AVENIDA FRANCISCO MARIMON, 121",ESPARREGUERA,L-D 24H,2019-04-14 14:07:58.867659
491,PETRONIEVES,1.289, ,1.209,"CALLE TRES RIERES, S/N. NAVE 9, 9",ESPARREGUERA,L-D 24H,2019-04-14 14:07:58.867659
492,MEROIL,1.339,1.379,1.249,"AVDA.DEL PROGRES,31",VILASSAR DE MAR,L-D 07,2019-04-14 14:07:58.867659
493,"BENZINERA "" 38 """,1.239,1.319,1.169,"POL.IND.""ELS.GARROFERS"", 38",VILASSAR DE MAR,L-D 24H,2019-04-14 14:07:58.867659
494,BPOIL,1.369,1.509,1.299,NACIONAL II km 639.5,VILASSAR DE MAR,L-D 24H,2019-04-14 14:07:58.867659
495,FEIXAS AULET,1.219,1.329,1.129,"FRANCESC PUGET, 2",MANLLEU,L-D 24H,2019-04-14 14:07:58.867659
496,ESCLATOIL,1.259, ,1.169,CARRETERA MANLLEU TORELLO KM. 1,MANLLEU,L-D 24H,2019-04-14 14:07:58.867659
497,WENCES,1.219, ,1.149,"CALLE MALLORCA, 43/47",SANT QUIRZE DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
498,PETROCAT DIRECTE,1.239, ,1.159,"CARRETERA BP-1503 KM. 20,270",SANT QUIRZE DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
499,SANT QUIRZE 2000,1.349,1.479,1.309,PS PASSEIG DE COLOMER S/N,SANT QUIRZE DEL VALLES,L-D 06,2019-04-14 14:07:58.867659
500,REPSOL,1.429,1.529,1.339,"RONDA ARRAONA, SN",VALLES PARC,L-D 24H,2019-04-14 14:07:58.867659
501,ALCAMPO,1.199,1.409,1.127,"PASEO DE LA BOBILA, 4",POBLE SEC,L-D 24H,2019-04-14 14:07:58.867659
502,TOTAL, , ,1.133,"CALLE ANTIC DE VIC, S",FRANQUESES DEL VALLES (LES),L 06,2019-04-14 14:07:58.867659
503,GASUIR,1.399, ,1.315,"CALLE VALLES, 1",FRANQUESES DEL VALLES (LES),L-D 24H,2019-04-14 14:07:58.867659
504,GALP,1.369,1.499,1.249,"CARRETERA C-35 KM. 2,8",FRANQUESES DEL VALLES (LES),L-D 24H,2019-04-14 14:07:58.867659
505,REPSOL,1.439,1.559,1.309,"CR N-152, 33",FRANQUESES DEL VALLES (LES),L-D 06,2019-04-14 14:07:58.867659
506,TRUCKOIL,1.189, ,1.129,"CALLE FRANÇA, 42",FRANQUESES DEL VALLES (LES),L-D 24H,2019-04-14 14:07:58.867659
507,REPSOL,1.409,1.509,1.309,"CARRETERA C-17 KM. 14,000",PARETS DEL VALLES,L-D 07,2019-04-14 14:07:58.867659
508,CEPSA,1.409,1.524,1.319,AUTOVIA C-17 KM. 18,PARETS DEL VALLES,L-D 05,2019-04-14 14:07:58.867659
509,SHELL,1.379,1.497,1.259,"AVINGUDA CATALUNYA, 111",PARETS DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
510,PARETS LLEVANTPARK,1.379, ,1.279,"C/ TENES, 1",PARETS DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
511,CEPSA,1.409, ,1.319,"AVENIDA COSTA BRAVA, 163",MALGRAT DE MAR,L-D 06,2019-04-14 14:07:58.867659
512,CEPSA,1.409,1.524,1.319,"CARRETERA N-II KM. 674,2",MALGRAT DE MAR,L-D 06,2019-04-14 14:07:58.867659
513,CEPSA,1.409,1.524,1.319,"CARRETERA N-II KM. 674,2",MALGRAT DE MAR,L-D 06,2019-04-14 14:07:58.867659
514,REPSOL,1.409,1.509,1.309,"CR N-2, 667",CALELLA,L-D 06,2019-04-14 14:07:58.867659
515,REPSOL,1.419,1.549,1.309,"CARRETERA C-251 KM. 5,5",CARDEDEU,L-D 06,2019-04-14 14:07:58.867659
516,CARREFOUR,1.349, ,1.209,"CARRETERA GRANOLLERS-SANT CELONI, CANT FREDERIC MISTRAL KM. S/N",CARDEDEU,L-D 24H,2019-04-14 14:07:58.867659
517,BP,1.369,1.511,1.289,"CALLE PINS ROSES, 2",CARDEDEU,L-D 24H,2019-04-14 14:07:58.867659
518,REPSOL,1.419,1.549,1.309,"CARRETERA C-251 KM. 5,5",CARDEDEU,L-D 06,2019-04-14 14:07:58.867659
519,ESCLATOIL,1.279, ,1.189,"CARRETERA C-35 KM. 56,1",SANT CELONI,L-D 24H,2019-04-14 14:07:58.867659
520,REPSOL,1.369,1.499,1.289,"CARRETERA C-35 KM. 55,100",SANT CELONI,L-D 05,2019-04-14 14:07:58.867659
521,BP MONTSENY,1.349,1.509,1.269,"CARRETERA C-35 KM. 57,3",SANT CELONI,L-D 24H,2019-04-14 14:07:58.867659
522,REPSOL,1.369,1.499,1.289,"CARRETERA COMARCAL 251 KM. 26,300",BATLLORIA (LA),L-D 05,2019-04-14 14:07:58.867659
523,REPSOL,1.419,1.549,1.319,"CALLE PI Y MARGALL, 118",CALDES DE MONTBUI,L-D 06,2019-04-14 14:07:58.867659
524,REPSOL,1.419,1.549,1.319,"CARRETERA C-59 KM. 16,59",CALDES DE MONTBUI,L-D 06,2019-04-14 14:07:58.867659
525,GASUIR,1.399,1.473,1.315,CARRETERA 1415 KM. 1925,CALDES DE MONTBUI,L-D 24H,2019-04-14 14:07:58.867659
526,U.S. CALDES - GAS-OILS ROVIRA-,1.267, ,1.229,"AVENIDA PI I MARGALL, 171",CALDES DE MONTBUI,L-D 24H,2019-04-14 14:07:58.867659
527,BRIGHT SERVICE,1.399,1.509,1.299,"CALLE CARRETERA REIAL, 62",SANT JUST DESVERN,L-D 24H,2019-04-14 14:07:58.867659
528,REPSOL,1.399,1.539,1.309,"CARRETERA NACIONAL 340 KM. 1249,900",SANT JUST DESVERN,L-D 06,2019-04-14 14:07:58.867659
529,ESCLATOIL,1.269, ,1.179,"AVENIDA LLUIS COMPANYS, S/N",SANT JUST DESVERN,L-D 24H,2019-04-14 14:07:58.867659
530,CEPSA,1.409,1.524,1.319,"AUTOVIA A-2 KM. 680,9",TORDERA,L-D 06,2019-04-14 14:07:58.867659
531,CEPSA,1.349,1.464,1.259,CARRETERA NACIONAL II KM. 684,TORDERA,L 06,2019-04-14 14:07:58.867659
532,LA FARINERA,1.249, ,1.149,CARRETERA CTRA GI-512 KM. 1,TORDERA,L-D 24H,2019-04-14 14:07:58.867659
533,BP OIL,1.399,1.522,1.309,"PASSEIG DE LA PAU, S/N",BERGA,L-D 24H,2019-04-14 14:07:58.867659
534,PETRONOR,1.399, ,1.309,"CARRETERA C-149 KM. 43,5",BERGA,L 06,2019-04-14 14:07:58.867659
535,CARREFOUR,1.309,1.539,1.199,CARRETERA CTRA SAN FRUITOS KM. 65,BERGA,L-D 24H,2019-04-14 14:07:58.867659
536,REPSOL,1.409,1.549,1.309,"AVINGUDA CANAL INDUSTRIAL, S/N",BERGA,L 06,2019-04-14 14:07:58.867659
537,BALLUS BAIX COST,1.269, ,1.163,"CALLE BERNAT SALA (POLIGONO INDUSTRIAL), 62",BERGA,L-D 24H,2019-04-14 14:07:58.867659
538,REPSOL,1.429,1.559,1.339,"AVENIDA MOGENT, 3",MONTORNES NORD,L-D 24H,2019-04-14 14:07:58.867659
539,EL SURTIDOR,1.299, ,1.259,"CALLE CARLES RIBA, 15",MONTORNES NORD,L-S 07,2019-04-14 14:07:58.867659
540,REPSOL,1.429,1.549,1.319,"CALLE INDUSTRIA, 104",CANOVELLES,L-D 06,2019-04-14 14:07:58.867659
541,PETRO VALLES,1.249, ,1.159,"CALLE JUAN DE LA CIERVA, 2",CANOVELLES,L-D 24H,2019-04-14 14:07:58.867659
542,MEROIL,1.339,1.509,1.249,"AVENIDA CANOVELLES, 112",CANOVELLES,L-V 05,2019-04-14 14:07:58.867659
543,GALP, , ,1.129,"CARRETERA C-17 KM. 32,2",GARRIGA (LA),L-D 24H,2019-04-14 14:07:58.867659
544,GASUIR,1.399,1.473,1.315,CARRETERA C -17 KM. 3027,GARRIGA (LA),L-D 24H,2019-04-14 14:07:58.867659
545,SHELL,1.299,1.449,1.189,"CALLE DELS SATÈL.LITS, 33",GARRIGA (LA),L-D 24H,2019-04-14 14:07:58.867659
546,REPSOL,1.379,1.479,1.289,"CL CRTA. NUEVA, 37 (N-152 km 37,3)",GARRIGA (LA),L 06,2019-04-14 14:07:58.867659
547,REPSOL,1.409,1.519,1.299,"CALLE VULCA, 11",GARRIGA (LA),L-D 05,2019-04-14 14:07:58.867659
548,GASOIL 3B,1.229, ,1.139,"CARRER RIPOLLES, 4",GARRIGA (LA),L-D 24H,2019-04-14 14:07:58.867659
549,PETRO FUEL BAGES SL,1.369,1.509,1.299,"CR RA-2 KM 655,9",ARENYS DE MAR,L-D 24H,2019-04-14 14:07:58.867659
550,BALLENOIL,1.319, ,1.237,"POLIGONO VALLDEGATA DRAPER UASU 2-1,",ARENYS DE MAR,L-D 24H,2019-04-14 14:07:58.867659
551,GASOILS CARRERAS DE PIERA S.L.,1.199, ,1.269,"AVDA. CTRA. IGUALADA, 119",PIERA,L-D 24H,2019-04-14 14:07:58.867659
552,GALP,1.259, ,1.169,"Ctra Martorell - Capellades km 9,600",PIERA,L-D 06,2019-04-14 14:07:58.867659
553,ESCLATOIL,1.259, ,1.169,"AVENIDA AVINGUDA IGUALADA, 97",PIERA,L-D 24H,2019-04-14 14:07:58.867659
554,ESCLATOIL,1.259, ,1.169,"AVENIDA PAÏSOS CATALANS, 17",LLIÇA D'AMUNT,L-D 24H,2019-04-14 14:07:58.867659
555,CEPSA,1.409,1.524,1.319,"CR C-17, 20,54",LLIÇA D'AMUNT,L-D 06,2019-04-14 14:07:58.867659
556,GASUIR,1.369,1.459,1.289,CARRETERA BV 1432 KM. 2300,LLIÇA D'AMUNT,L-D 06,2019-04-14 14:07:58.867659
557,GASUIR,1.309, ,1.229,"CARRETERA BV1435 KM. 8,7",LLIÇA D'AMUNT,L-D 24H,2019-04-14 14:07:58.867659
558,GASUIR,1.369,1.459,1.289,"BV-1432 km 2,3",LLIÇA D'AMUNT,L-D 24H,2019-04-14 14:07:58.867659
559,"PETRONIEVES, S.L.",1.305,1.359,1.219,"CARRETERA N-340 KM. 1229,7",LLEDONER (EL),L-D 24H,2019-04-14 14:07:58.867659
560,REPSOL,1.449,1.559,1.349,"CL MAYOR, 610",VALLIRANA PARC,L-D 06,2019-04-14 14:07:58.867659
561,GALP,1.424,1.534,1.324,"CARRETERA N-340 KM. 1234,5",VALLIRANA PARC,L-D 24H,2019-04-14 14:07:58.867659
562,VALLIWASH-PETROMIRALLES,1.345, ,1.259,"CALLE MAJOR, 12",VALLIRANA PARC,L-V 06,2019-04-14 14:07:58.867659
563,REPSOL,1.398,1.528,1.278,"CALLE ANSELMO CLAVE, S/N",PALAU-SOLITA I PLEGAMANS,L-D 24H,2019-04-14 14:07:58.867659
564,BENZOIL,1.239, , ,"CAMI AVINGUDA CAMI REIAL, 32",POLIGON INDUSTRIAL RIERA DE CALDES,L-D 24H,2019-04-14 14:07:58.867659
565,CARREFOUR,1.349,1.479,1.239,CARRETERA COMARCAL KM. 246,CUBELLES,L-D 24H,2019-04-14 14:07:58.867659
566,REPSOL,1.419,1.539,1.299,"CARRETERA C-31 KM. 148,50",CUBELLES,L-D 06,2019-04-14 14:07:58.867659
567,GALP,1.379,1.494,1.289,Avda. Cubelles,CUBELLES,L-D 05,2019-04-14 14:07:58.867659
568,BP,1.409,1.551,1.299,"CARRETERA C-31 KM. 147,500",CUBELLES,L-D 24H,2019-04-14 14:07:58.867659
569,REPSOL,1.419,1.539,1.299,"CARRETERA C-31 KM. 148,50",CUBELLES,L-D 06,2019-04-14 14:07:58.867659
570,REPSOL,1.419,1.559,1.319,"AUTOPISTA AUTOPISTA C-32 (PAU CASAL) KM. 16,75",CUBELLES,L-D 24H,2019-04-14 14:07:58.867659
571,REPSOL,1.419,1.559,1.319,"AUTOPISTA AUTOPISTA PAU CASALS KM. 15,75",CUBELLES,L-D 24H,2019-04-14 14:07:58.867659
572,REPSOL,1.409,1.509,1.309,"CR N-2, 660,7",CANET DE MAR,L-D 06,2019-04-14 14:07:58.867659
573,STAR PETROLEUM,1.369,1.469,1.269,"CALLE RIERA D'EN MISSER, 2",CANET DE MAR,L 07,2019-04-14 14:07:58.867659
574,ESTACIO SERVEI MAS ROGER,1.289, ,1.239,"CALLE FRAGATA PAULITA, 1",CANET DE MAR,L-D 24H,2019-04-14 14:07:58.867659
575,ESCLATOIL,1.259, ,1.169,"CALLE NOU, 264",TORELLO,L-D 24H,2019-04-14 14:07:58.867659
576,GALP,1.359,1.479,1.269,"CALLE CALLE DEL TER, 45",TORELLO,L-D 24H,2019-04-14 14:07:58.867659
577,ESCLATOIL,1.259, ,1.169,"CARRER COMPTE BORREL, 1",TORELLO,L-D 24H,2019-04-14 14:07:58.867659
578,REPSOL,1.419,1.559,1.309,"AVENIDA TIBIDABO, S/N",BADIA DEL VALLES,L-D 06,2019-04-14 14:07:58.867659
579,PERE AMAT,1.329, ,1.219,"CALLE ITALIA, 29",SANT SADURNI D'ANOIA,L-D 24H,2019-04-14 14:07:58.867659
580,REPSOL,1.419,1.539,1.289,"CARRETERA SAN QUINTIN KM. 9,2",SANT SADURNI D'ANOIA,L-D 24H,2019-04-14 14:07:58.867659
581,GALP,1.309, ,1.199,"CALLE DE FRANÇA, 5",SANT SADURNI D'ANOIA,L-D 24H,2019-04-14 14:07:58.867659
582,BENZINERA CASTELLBISBAL,1.309,1.439,1.239,"C/ MAGNETISME, 1 (B-150)",CASTELLBISBAL,L-D 24H,2019-04-14 14:07:58.867659
583,GALP,1.409,1.554,1.309,"AUTOPISTA AP-7 KM 165,5 KM. 165,5",CASTELLBISBAL,L-D 24H,2019-04-14 14:07:58.867659
584,CEPSA,1.439,1.554,1.345,"AUTOPISTA AP-7 KM. 165,5",CASTELLBISBAL,L-D 24H,2019-04-14 14:07:58.867659
585,CEPSA,1.389,1.504,1.299,CARRETERA C-243C KM. 5,CASTELLBISBAL,L-S 06,2019-04-14 14:07:58.867659
586,ESCLATOIL,1.269, ,1.179,"AVENIDA CAN CAMPANYA, 1",CASTELLBISBAL,L-D 24H,2019-04-14 14:07:58.867659
587,CONFORT AUTO,1.329,1.439,1.243,"CALLE FERRO, 13",AREA INDUSTRIAL DEL LLOBREGAT,L-V 05,2019-04-14 14:07:58.867659
588,FERCAM, , ,1.174,"CALLE FERRALLA, 38",POLIGON IND. SANT VICENÇ,L-D 24H,2019-04-14 14:07:58.867659
589,HAM, , ,1.239,"CALLE TREBALL, 1",ABRERA,L-D 24H,2019-04-14 14:07:58.867659
590,SARAS ENERGIA,1.419,1.519,1.239,"CALLE HOSTAL DEL PI S/N, S/N",ENTITAT EST D'ABRERA,L-S 07,2019-04-14 14:07:58.867659
591,GALP,1.369,1.509,1.239,"CALLE SALVADOR SEGUI,1,",ABRERA,L-D 24H,2019-04-14 14:07:58.867659
592,PETROCAT,1.409,1.549,1.299,"CARRETERA B-502 KM. 4,34",ARGENTONA,L-D 06,2019-04-14 14:07:58.867659
593,BP MONTGAT,1.403,1.539,1.295,"CALLE RAMON Y CAJAL, S/N",MONTGAT,L-D 24H,2019-04-14 14:07:58.867659
594,REPSOL,1.399,1.539,1.319,CARRETERA N-II KM. 597,PALLEJA,L-D 06,2019-04-14 14:07:58.867659
595,CEPSA,1.409,1.524,1.319,"RONDA SANTA EULALIA, 31",PALLEJA,L-D 06,2019-04-14 14:07:58.867659
596,CEPSA,1.419,1.534,1.329,"RONDA SANTA EULALIA, 33",PALLEJA,L-D 24H,2019-04-14 14:07:58.867659
597,PETROCAT DIRECTE,1.345, ,1.245,"CARRETERA BV-4511 KM. 9,2",SANT JOAN DE VILATORRADA,L-D 24H,2019-04-14 14:07:58.867659
598,TAMOIL,1.369,1.399,1.269,CARRETERA C-55 KM. 39,SANT JOAN DE VILATORRADA,L-D 06,2019-04-14 14:07:58.867659
599,SHELL,1.399,1.539,1.309,"POLIGONO CAN MESSEGUER, S/N",ROCA DEL VALLES (LA),L-S 09,2019-04-14 14:07:58.867659
600,REPSOL,1.449,1.559,1.349,"CARRETERA C-60 KM. 8,7",ROCA DEL VALLES (LA),L-D 06,2019-04-14 14:07:58.867659
601,REPSOL,1.449,1.559,1.349,"CARRETERA C-60 KM. 8,7",ROCA DEL VALLES (LA),L-D 06,2019-04-14 14:07:58.867659
602,REPSOL,1.419,1.549,1.319,"CR C-1415, 17,4",SANTA AGNES DE MALANYANES,L-D 24H,2019-04-14 14:07:58.867659
603,MEROIL,1.269,1.429,1.209,"CARRETERA CARRETERA NACIONAL II KM. 651,4",SANT ANDREU DE LLAVANERES,L-D 06,2019-04-14 14:07:58.867659
604,OILPRIX,1.219, ,1.149,"CARRETERA CARRETERA N-II KM. 651,400",SANT ANDREU DE LLAVANERES,L-D 24H,2019-04-14 14:07:58.867659
605,PETROLIS MIRAMAR,1.249,1.299,1.189,"CTRA. N-II, PK km 650,7",SANT ANDREU DE LLAVANERES,L-D 06,2019-04-14 14:07:58.867659
606,BP,1.389,1.531,1.299,CARRETERA ALELLA KM. 1,ALELLA,L-D 24H,2019-04-14 14:07:58.867659
607,AUTONET&OIL;,1.359, ,1.239,"CARRER RIERA, 48",ALELLA,L-D 24H,2019-04-14 14:07:58.867659
608,GALP,1.439,1.559,1.359,AUTOPISTA AP 7 KM. 117,LLINARS DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
609,GALP,1.439,1.559,1.359,AUTOPISTA AP 7 KM. 117,LLINARS DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
610,ESTACIO SERVEI LLINARS,1.379,1.459,1.269,"AVINGUDA MAS BAGA, 1",LLINARS DEL VALLES,L-D 24H,2019-04-14 14:07:58.867659
611,ESCLATOIL,1.269, ,1.179,"PLAZA GENERALITAT, 1",SANT VICENÇ DE CASTELLET,L-D 24H,2019-04-14 14:07:58.867659
612,PETRONOR,1.409,1.529,1.279,"CARRETERA C-55 KM. 21,7",SANT VICENÇ DE CASTELLET,L-D 06,2019-04-14 14:07:58.867659
