,Marca,Gasolina 95,Gasolina 98,Gasóleo A,Direccion,Poblacion,Horario,Fecha
3379,BP SAN FERNANDO PUERTA DE MADRID 365 I,1.389,1.519,1.299,"CALLE CERRAJEROS, 10",SAN FERNANDO DE HENARES,L-D 24H,2019-04-15 01:25:12.210594
3380,REPSOL,1.429,1.559,1.349,"CR N-2, 16,3",SAN FERNANDO DE HENARES,L-D 24H,2019-04-15 01:25:12.499728
3381,BP SAN FERNANDO PUERTA DE MADRID 365 II,1.389,1.519,1.299,"CALLE CERRAJEROS (DE LOS), 10",SAN FERNANDO DE HENARES,L-D 24H,2019-04-15 01:25:17.121930
3382,REPSOL,1.379,1.489,1.289,"AVENIDA CASTILLA (DE), 43",SAN FERNANDO DE HENARES,L-D 06,2019-04-15 01:25:21.627332
3383,GALP,1.369, ,1.279,"AV. CASTILLA, 4",SAN FERNANDO DE HENARES,L-D 24H,2019-04-15 01:25:26.135956
3384,MOLGAS, , , ,"CALLE CERRAJEROS DE LOS, 10",SAN FERNANDO DE HENARES,L-D 24H,2019-04-15 01:25:26.308390
3385,CARREFOUR,1.379,1.509,1.299,CARRETERA NACIONAL II KM. 16,SAN FERNANDO DE HENARES,L-D 08,2019-04-15 01:25:31.253775
3386,BP LA PRESA (S.F. HENARES),1.389,1.532,1.299,"CALLE LA PRESA, S/N",SAN FERNANDO DE HENARES,L-D 24H,2019-04-15 01:25:36.627548
3387,REPSOL,1.429,1.559,1.349,"CR N-2, 16,3",SAN FERNANDO DE HENARES,L-D 24H,2019-04-15 01:25:36.801968
3388,REPSOL,1.429,1.559,1.319,"CL CRTA. DE TORRELODONES, 10",GALAPAGAR,L-D 06,2019-04-15 01:25:41.289985
3389,BP E.S LA POCILLA GALAPAGAR,1.387,1.496,1.296,"CALLE GUADARRAMA, 70",GALAPAGAR,L-D 24H,2019-04-15 01:25:45.794809
3390,REPSOL,1.359,1.509,1.279,"M-505 km 15,5",GALAPAGAR,L-D 24H,2019-04-15 01:25:50.149822
3391,REPSOL,1.429,1.549,1.339,"CR M-510, 1,8",GALAPAGAR,L-V 06,2019-04-15 01:25:55.219080
3392,REPSOL,1.429,1.569,1.329,"CR M-505, 17,4",GALAPAGAR,L-V 06,2019-04-15 01:25:59.821780
3393,BALLENOIL,1.329, ,1.239,"AVENIDA QUITAPESARES, 33",VILLAVICIOSA DE ODON,L-D 24H,2019-04-15 01:26:04.431995
3394,CEPSA,1.399,1.514,1.309,"POLIGONO INDUSRIAL PINARES LLANOS, C/CARPINTEROS, S/N",VILLAVICIOSA DE ODON,L-D 06,2019-04-15 01:26:09.347425
3395,BP MARIA,1.389,1.531,1.289,"AVENIDA QUITAPESARES, 1",VILLAVICIOSA DE ODON,L-D 24H,2019-04-15 01:26:13.852958
3396,REPSOL,1.439,1.559,1.349,"CARRETERA M-50 KM. 66,5",VILLAVICIOSA DE ODON,L-D 24H,2019-04-15 01:26:20.411895
3397,REPSOL,1.439,1.559,1.349,"CARRETERA M-50 KM. 66,5",VILLAVICIOSA DE ODON,L-D 24H,2019-04-15 01:26:20.636871
3398,CEPSA,1.399,1.514,1.309,"AVENIDA CONSTITUCION, 170",NAVALCARNERO,L-D 24H,2019-04-15 01:26:25.325707
3399,REPSOL,1.429,1.569,1.329,"POLIGONO ALPARACHE, S/N",NAVALCARNERO,L-D 06,2019-04-15 01:26:30.032865
3400,BALLENOIL,1.299, ,1.197,"CALLE MINA DEL COTORRO (DE LA), S/N",NAVALCARNERO,L-D 24H,2019-04-15 01:26:35.153139
3401,CHEAPOIL,1.289, ,1.209,"CALLE ZACARIAS (DE), 20",NAVALCARNERO,L-D 24H,2019-04-15 01:26:39.668809
3402,CEPSA,1.409,1.524,1.319,"AUTOVIA A-5 KM. 28,6",NAVALCARNERO,L-D 24H,2019-04-15 01:26:44.377179
3403,CEPSA,1.409,1.524,1.319,"AUTOVIA A-5 KM. 28,6",NAVALCARNERO,L-D 24H,2019-04-15 01:26:44.561077
3404,REPSOL,1.419,1.559,1.329,"CARRETERA M600 KM. 45,800",NAVALCARNERO,L-V 06,2019-04-15 01:26:49.488731
3405,MAXPETROL,1.299, ,1.197,"CALLE CAMINO DE BASTOS, 6",NAVALCARNERO,L-D 24H,2019-04-15 01:26:54.403636
3406,REPSOL,1.379,1.499,1.289,CARRETERA N-IV KM33 KM. 33,CIEMPOZUELOS,L-D 24H,2019-04-15 01:26:58.913102
3407,SIMPLY,1.279, ,1.169,"CALLE DEL CEDRO, 5",CIEMPOZUELOS,L-D 24H,2019-04-15 01:27:03.447929
3408,SHELL,1.369,1.509,1.279,"CARRETERA M-414 KM. 42,100",CIEMPOZUELOS,L-D 06,2019-04-15 01:27:03.631388
3409,BP CIEMPOZUELOS,1.349,1.491,1.259,"CALLE ALAMO, 49",CIEMPOZUELOS,L-V 06,2019-04-15 01:27:08.373679
3410,GALP, , ,1.229,"CARRETERA M-404 KM. 39,8",CIEMPOZUELOS,L-D 06,2019-04-15 01:27:13.041390
3411,REPSOL,1.449,1.589,1.349,"CR A-6, 28,2",TORRELODONES,L-D 06,2019-04-15 01:27:13.220914
3412,CAMPSA,1.429, ,1.339,"CALLE CAMINO DE VALLADOLID, 1",TORRELODONES,L-S 08,2019-04-15 01:27:13.436025
3413,SUPER OIL,1.279,1.469,1.239,"CALLE ARAGON, 18",MEJORADA DEL CAMPO,L 06,2019-04-15 01:27:13.617980
3414,FRII,1.359,1.479,1.259,"CARRETERA M208 KM. 9,600",MEJORADA DEL CAMPO,L-D 24H,2019-04-15 01:27:20.004758
3415,REPSOL,1.409,1.529,1.309,"CALLE DURATON, 1",MEJORADA DEL CAMPO,L-D 24H,2019-04-15 01:27:25.160808
3416,GALP,1.409,1.529,1.309,CTRA,MEJORADA DEL CAMPO,L-D 07,2019-04-15 01:27:25.380364
3417,PETROPRIX,1.259, ,1.169,"CALLE PORTUGAL, 30",MEJORADA DEL CAMPO,L-D 24H,2019-04-15 01:27:30.249819
3418,REPSOL,1.419, ,1.329,"CARRETERA M-111 KM. 8,200",PARACUELLOS DE JARAMA,L-V 06,2019-04-15 01:27:34.955766
3419,BP,1.412,1.554,1.322,"CALLE PASEO DE LAS CAMELIAS, 2",PARACUELLOS DE JARAMA,L-D 24H,2019-04-15 01:27:39.302643
3420,CEPSA,1.419,1.459,1.319,"CALLE MIGUEL DE CERVANTES, 2",PARACUELLOS DE JARAMA,L-D 24H,2019-04-15 01:27:44.171613
3421,BP ALGETE,1.349,1.491,1.279,"CR ALGETE KM 5,80",ALGETE,L-D 06,2019-04-15 01:27:48.613414
3422,REPSOL,1.319,1.469,1.275,"CARRETERA M-106 KM. 3,100",ALGETE,L-D 24H,2019-04-15 01:27:53.183273
3423,REPSOL,1.319,1.469,1.275,"CARRETERA M - 106 KM. 3,100",ALGETE,L-D 06,2019-04-15 01:27:57.735459
3424,BALLENOIL,1.299, ,1.209,"CALLE PELAYA (DE LA), 1",ALGETE,L-D 24H,2019-04-15 01:28:03.221741
3425,CEPSA,1.389,1.499,1.269,CR M-405 (AV. FUENLABRADA) 0.5,HUMANES DE MADRID,L-D 07,2019-04-15 01:28:03.404425
3426,LUACENTER,1.269, , ,"CALLE TENERIFE (DE), 2",HUMANES DE MADRID,L-D 06,2019-04-15 01:28:07.929431
3427,BP VALDONAIRE HUMANES DE MADRID,1.389,1.531,1.289,CARRETERA AVD.DE LA INDUSTRIA KM. 15,HUMANES DE MADRID,L-D 24H,2019-04-15 01:28:08.105889
3428,REPSOL,1.389,1.429,1.319,"CARRETERA AVENIDA DE LA INDUSTRIA , 46 KM. 1,1",HUMANES DE MADRID,L-D 06,2019-04-15 01:28:12.643660
3429,E.S. HUMANES S.L.,1.389, ,1.309,"AVENIDA LA INDUSTRIA, S/N",HUMANES DE MADRID,L-D 07,2019-04-15 01:28:17.145997
3430,SHELL,1.219, ,1.169,"AVENIDA FUENLABRADA, 110",HUMANES DE MADRID,L-D 24H,2019-04-15 01:28:21.856733
3431,CEPSA,1.399,1.514,1.279,"CARRETERA M-405 KM. 5,6",HUMANES DE MADRID,L-V 06,2019-04-15 01:28:22.029956
3432,CEPSA,1.399,1.514,1.279,CARRETERA M-405 KM. 6,HUMANES DE MADRID,L-D 06,2019-04-15 01:28:22.318346
3433,BP EL MOLINO DE HUMANES,1.389,1.531,1.289,"AVENIDA DE LAS FLORES, 2",HUMANES DE MADRID,L-D 24H,2019-04-15 01:28:28.000240
3434,REPSOL,1.399,1.499,1.319,"CL MADRID, 52",HUMANES DE MADRID,L-D 24H,2019-04-15 01:28:28.179198
3435,BALLENOIL,1.369, ,1.279,"AVENIDA SIERRA DE GUADARRAMA, 10",VILLANUEVA DE LA CAÑADA,L-D 24H,2019-04-15 01:28:32.711311
3436,SHELL,1.409,1.559,1.329,CARRETERA M-600 KM. 28,VILLANUEVA DE LA CAÑADA,L-D 24H,2019-04-15 01:28:37.221302
3437,SHELL,1.409,1.559,1.329,CARRETERA M-600 KM. 28,VILLANUEVA DE LA CAÑADA,L-D 24H,2019-04-15 01:28:37.438198
3438,INDUSTRIAL LOS ANGELES,1.313,1.369,1.199,"CARRETERA M-506 KM. 46,500",SAN MARTIN DE LA VEGA,L-D 06,2019-04-15 01:28:42.336576
3439,REPSOL,1.369,1.489,1.279,"AVENIDA DOCTOR MANUEL JARABO (DEL), 74",SAN MARTIN DE LA VEGA,L-D 24H,2019-04-15 01:28:47.457542
3440,OLIVAR ALTO 24H,1.339,1.459,1.249,"CARRETERA M-506 KM. 36,330",SAN MARTIN DE LA VEGA,L-D 24H,2019-04-15 01:28:47.638704
3441,CEPSA,1.404,1.519,1.309,"AUTOPISTA AP-6 KM. 42,3",SAN LORENZO DE EL ESCORIAL,L-D 24H,2019-04-15 01:28:52.166924
3442,CEPSA,1.429, ,1.329,"CALLE JUAN DE TOLEDO, 8",SAN LORENZO DE EL ESCORIAL,L-V 07,2019-04-15 01:28:56.673398
3443,GALP,1.429,1.569,1.329,"C/Las Pozas, s/n - P.I. Matacuervos",SAN LORENZO DE EL ESCORIAL,L-D 07,2019-04-15 01:29:01.182348
3444,REPSOL,1.429,1.569,1.329,"CR M-600, 3",SAN LORENZO DE EL ESCORIAL,L-D 06,2019-04-15 01:29:05.890390
3445,REPSOL,1.429,1.569,1.329,"CR M-600, 3",SAN LORENZO DE EL ESCORIAL,L-D 06,2019-04-15 01:29:06.114256
3446,CEPSA,1.399, ,1.309,"CARRETERA M-509 KM. 4,4",VILLANUEVA DEL PARDILLO,L-D 06,2019-04-15 01:29:06.297217
3447,REPSOL,1.418,1.549,1.318,"CR M-509, 7,300",VILLANUEVA DEL PARDILLO,L-D 24H,2019-04-15 01:29:10.808056
3448,SHELL,1.394,1.534,1.305,"CALLE LOS ESCORIALES, 5",GUADARRAMA,L-D 24H,2019-04-15 01:29:15.924411
3449,BP GUADARRAMA,1.399,1.541,1.309,CARRETERA N-VI KM. 48,GUADARRAMA,L-D 24H,2019-04-15 01:29:16.094976
3450,CEPSA,1.399,1.514,1.309,"PASEO MOLINO DEL REY, 4",GUADARRAMA,L-D 06,2019-04-15 01:29:22.069153
3451,GC, , ,1.299,"CARRETERA M527 KM. 2,8",GUADARRAMA,L-D 08,2019-04-15 01:29:26.783744
3452,REPSOL,1.429,1.569,1.339,"AVENIDA FELIPE II, 9",ESCORIAL (EL),L-D 07,2019-04-15 01:29:31.490213
3453,CEPSA,1.409,1.524,1.329,"CALLE PRIMAVERA, 94",ALPEDRETE,L-D 06,2019-04-15 01:29:31.714382
3454,REPSOL,1.439,1.539,1.349,"AU R-2 ,P.K. 35,5 M.D.",MECO,L-D 06,2019-04-15 01:29:31.931893
3455,REPSOL,1.439,1.539,1.349,"AU R-2 ,P.K. 35,5 M.I.",MECO,L-D 24H,2019-04-15 01:29:32.123298
3456,BP OYAMBRE,1.379,1.479,1.279,AV. DE MADRID 51,MECO,L-D 24H,2019-04-15 01:29:36.584305
3457,IDS, , ,1.314,CARRETERA N-II KM. 38,MECO,L-D 24H,2019-04-15 01:29:41.323308
3458,REPSOL,1.369,1.459,1.279,AUTOVIA A 1 KM. 34,SAN AGUSTIN DEL GUADALIX,L-D 24H,2019-04-15 01:29:46.443225
3459,CEPSA,1.399,1.514,1.309,"CARRETERA M-208 KM. 3,800",VELILLA DE SAN ANTONIO,L-D 24H,2019-04-15 01:29:46.660244
3460,JULIO MUÑOZ,1.359, ,1.289,"CARRETERA ALCALA-PASTRANA KM. 4,400",VILLALBILLA,L-V 07,2019-04-15 01:29:52.175075
3461,GALP,1.359,1.509,1.289,"CARRETERA M-300 KM. 8,1",VILLALBILLA,L-D 06,2019-04-15 01:29:57.706402
3462,SHELL,1.319, ,1.239,"CARRETERA M-233 KM. 6,800",VILLALBILLA,L-D 7,2019-04-15 01:30:03.239402
3463,BP VILLALBILLA,1.369,1.514,1.289,CARRETERA ALCALA VILLAR DEL OLMO (DE) M-204 KM. 39,VILLALBILLA,L-D 06,2019-04-15 01:30:11.427421
3464,MORALZARZAL,1.389,1.499,1.299,"CAMINO LOS LINARES, S/N",BERROCAL (EL)-RETAMAR (EL),L-D 06,2019-04-15 01:30:38.666202
3465,CEPSA,1.399,1.514,1.309,"CALLE LAGO ONTARIO, 24",MORALZARZAL,L-D 06,2019-04-15 01:30:43.945995
3466,MEROIL,1.386, ,1.296,"CARRETERA COMARCAL 608 KM. 35,2",MORALZARZAL,L-D 07,2019-04-15 01:30:48.705386
3467,SHELL,1.409,1.549,1.329,CARRETERA M-600 KM. 14,VALDEMORILLO,L-D 06,2019-04-15 01:30:53.413119
3468,REPSOL,1.429,1.549,1.339,"CALLE SAN JUAN, 38",VALDEMORILLO,L-D 07,2019-04-15 01:30:58.123235
3469,CHEAPOIL,1.369, ,1.269,"CALLE REAL DE SAN SEBASTIAN, 68",BRUNETE,L-D 08,2019-04-15 01:31:02.833947
3470,CEPSA,1.399, ,1.309,"CARRETERA M-501 KM. 17,2",BRUNETE,L-D 06,2019-04-15 01:31:07.342885
3471,REPSOL,1.429,1.549,1.329,"CR M-100, 10,1",DAGANZO DE ARRIBA,L-S 06,2019-04-15 01:31:11.845329
3472,GASOLEOS DAGANZO,1.309, ,1.199,"POLIGONO LOS FRAILES, 133",FRAILES (LOS),L-D 24H,2019-04-15 01:31:16.351866
3473,CEPSA,1.369, ,1.299,"M-404 km 17,8",GRIÑON,L-S 07,2019-04-15 01:31:20.857138
3474,BALLENOIL,1.319, ,1.219,"AVENIDA HUMANES, 171",GRIÑON,L-D 24H,2019-04-15 01:31:25.566220
3475,"E.S. EL ALAMO, S.L.",1.229, ,1.119,"CTRA. LOCAL M-404 km 3,640",ALAMO (EL),L-D 06,2019-04-15 01:31:25.752181
3476,BP DUALEZ,1.389,1.509,1.299,"CTRA. LOCAL M-404 km 4,95",ALAMO (EL),L-D 24H,2019-04-15 01:31:30.812820
3477,GALP,1.379,1.509,1.299,CARRETERA M-600 KM. 44,SEVILLA LA NUEVA,L-D 24H,2019-04-15 01:31:36.564036
3478,GALP,1.379,1.509,1.299,CARRETERA M-600 KM. 44,SEVILLA LA NUEVA,L-D 24H,2019-04-15 01:31:36.747887
3479,REPSOL,1.429,1.539,1.329,"CARRETERA M-501 KM. 54,1",SAN RAMON,L-V 06,2019-04-15 01:31:41.746637
3480,SUPECO,1.339, ,1.249,"AVENIDA DE MADRID, 34",SAN MARTIN DE VALDEIGLESIAS,L-D 24H,2019-04-15 01:31:47.071582
3481,BP E.S. SOTO II (IZQDO),1.399,1.519,1.309,CARRETERA M-609 KM. 3,SOTO DEL REAL,L-D 06,2019-04-15 01:31:51.786920
3482,BP SOTO I,1.399,1.519,1.309,CARRETERA M-609 KM. 3,SOTO DEL REAL,L-D 06,2019-04-15 01:31:56.287709
3483,SHELL,1.404,1.529,1.306,"CL AVENIDA MADRID, 24",MANZANARES EL REAL,L 06,2019-04-15 01:32:00.748530
3484,CEPSA,1.399,1.514,1.309,CARRETERA M-607 KM. 46,MANZANARES EL REAL,L 07,2019-04-15 01:32:00.918149
3485,REPSOL,1.429,1.529,1.329,CARRETERA M-300 KM. 13,LOECHES,L-D 06,2019-04-15 01:32:05.506961
3486,REPSOL,1.439,1.539,1.349,"AUTOPISTA AUTOPISTA R-3 LOECHES KM. 19,5",LOECHES,L-D 06,2019-04-15 01:32:09.907903
3487,REPSOL,1.439,1.539,1.349,"AUTOPISTA AUTOPISTA R-3 LOECHES KM. 19,5",LOECHES,L-D 06,2019-04-15 01:32:10.143756
3488,GALP, , ,1.194,"CALLE CAÑADA DEL POZO, SN",CABALLO (EL),L-D 24H,2019-04-15 01:32:10.332406
3489,REPSOL,1.419,1.519,1.309,"CL MADRID, 1",COLMENAR DE OREJA,L-D 06,2019-04-15 01:32:15.031744
3490,REPSOL,1.449,1.549,1.349,AUTOVIA A-1 KM. 41,MOLAR (EL),L-D 24H,2019-04-15 01:32:19.635868
3491,REPSOL,1.419,1.549,1.319,"AUTOVIA A-1 KM. 40,2",MOLAR (EL),L-D 24H,2019-04-15 01:32:24.140621
3492,REPSOL,1.419,1.549,1.319,"AUTOVIA N-1 KM. 40,2",MOLAR (EL),L-D 24H,2019-04-15 01:32:28.654463
3493,CEPSA,1.409, ,1.299,"CALLE GENERALISIMO, 1",TORREJON DE LA CALZADA,L-D 24H,2019-04-15 01:32:33.974505
3494,CEPSA,1.409, ,1.299,"CALLE GENERALISIMO, 1",TORREJON DE LA CALZADA,L-D 24H,2019-04-15 01:32:34.160936
3495,CEPSA,1.409,1.524,1.329,"CALLE AMADEO VIVES, 2",HOYO DE MANZANARES,L-D 06,2019-04-15 01:32:38.478212
3496,SHELL,1.359,1.509,1.289,"MADRID Nº 3, POL.IND.",TORRES DE LA ALAMEDA,L-D 06,2019-04-15 01:32:42.967810
3497,PETRONOR,1.419,1.539,1.309,"CR M-311, 4,9",MORATA DE TAJUÑA,L-D 06,2019-04-15 01:32:47.488018
3498,CEPSA,1.409, ,1.319,"AUTOVIA A-3 KM. 49,4",VILLAREJO DE SALVANES,L-D 07,2019-04-15 01:32:52.608653
3499,CEPSA,1.419,1.534,1.329,"AUTOVIA A-3 KM. 49,3",VILLAREJO DE SALVANES,L-D 24H,2019-04-15 01:32:57.114471
3500,SHELL,1.403,1.509,1.312,"CTRA. 607 (DE COLMENAR A NAVACERRADA) km 48,2",CERCEDA,L-D 24H,2019-04-15 01:33:01.623843
3501,GALP,1.329,1.449,1.239,"AVENIDA RIO DUERO, 1",COBEÑA,L-D 24H,2019-04-15 01:33:06.479871
3502,SETOR,1.309, ,1.219,"CARRETERA M-103 KM. 6,207",COBEÑA,L-D 06,2019-04-15 01:33:11.041113
3503,CEPSA,1.349, ,1.269,"CARRETERA M-103 KM. 6,210",COBEÑA,L-D 06,2019-04-15 01:33:15.553424
3504,REPSOL,1.429, ,1.339,"CARRETERA M 622 (CARRETERA GUADARRAMA A LA FUENFRIA) KM. 7,200",CERCEDILLA,L-S 7,2019-04-15 01:33:15.796541
3505,SHELL,1.409,1.549,1.329,"AVENIDA BUENOS AIRES, SN",COLLADO MEDIANO,L-D 06,2019-04-15 01:33:20.257809
3506,REPSOL,1.389,1.539,1.279,"CL TORRELAGUNA, 78",FUENTE EL SAZ DE JARAMA,L-D 24H,2019-04-15 01:33:24.764828
3507,SHELL,1.369,1.509,1.277,"CARRETERA M-117 KM. 3,100",FUENTE EL SAZ DE JARAMA,L-D 07,2019-04-15 01:33:29.272548
3508,CEPSA,1.389,1.539,1.279,"CAMINO VALDETORRES (DE), 1",FUENTE EL SAZ DE JARAMA,L-D 24H,2019-04-15 01:33:34.184242
3509,CEPSA,1.399,1.514,1.309,"CARRETERA M-507 KM. 27,5",VILLA DEL PRADO,L-D 07,2019-04-15 01:33:34.357832
3510,CASTROIL,1.289, ,1.229,"CALLE JUAN MARIA LEONET ZABALA, 19",VILLA DEL PRADO,L-D 24H,2019-04-15 01:33:39.100194
3511,REPSOL,1.412, ,1.312,"CR M-204, 27",NUEVO BAZTAN,L-D 06,2019-04-15 01:33:43.609516
3512,REPSOL,1.429,1.529,1.329,CARRETERA TORRELAGUNA ? EL ESCORIAL KM. 3,GUADALIX DE LA SIERRA,L-D 07,2019-04-15 01:33:48.520739
3513,REPSOL,1.409,1.509,1.319,"CALZADA M 209, 4",CAMPO REAL,L-D 06,2019-04-15 01:33:53.231147
3514,CEPSA,1.409, ,1.309,"CARRETERA M-610 KM. 19,8",MIRAFLORES DE LA SIERRA,L-D 06,2019-04-15 01:33:53.448404
3515,EDV,1.398,1.568,1.308,"CARRETERA M -611 KM. 7,6 GENERAL SANJURJO KM. 7,6",MIRAFLORES DE LA SIERRA,L-D 06,2019-04-15 01:33:58.151467
3516,REPSOL,1.429,1.569,1.329,"CR M-611, 3,1",MIRAFLORES DE LA SIERRA,L-D 06,2019-04-15 01:34:02.578219
3517,CEPSA,1.389,1.489,1.299,"CARRETERA M-311 KM. 19,4",CHINCHON,L-D 06,2019-04-15 01:34:07.159823
3518,MEROIL,1.388,1.509,1.292,"CARRETERA M-623 KM. 1,5",BECERRIL DE LA SIERRA,L-D 24H,2019-04-15 01:34:12.277594
3519,CEPSA,1.399,1.514,1.309,"AVENIDA FUENLABRADA, 30",MORALEJA DE ENMEDIO,L-D 06,2019-04-15 01:34:16.992232
3520,MORAFUEL,1.259, ,1.159,"CALLE ROBLE, 6",MORALEJA DE ENMEDIO,L-D 24H,2019-04-15 01:34:21.494941
3521,REPSOL,1.389, ,1.279,"CALLE MALACUERA, 63",TORRELAGUNA,L-D 06,2019-04-15 01:34:21.690522
3522,REPSOL,1.429,1.549,1.329,CARRETERA M-114 KM. 1,AJALVIR,L-V 07,2019-04-15 01:34:21.868421
3523,REPSOL,1.429,1.549,1.329,"CARRETERA M-114 KM. 0,7",AJALVIR,L 06,2019-04-15 01:34:22.062047
3524,BASIC, ,1.54,1.279,"CALLE ARROYO DE LA HIRUELA, 2",VALDETORRES DE JARAMA,L-D 06,2019-04-15 01:34:29.068625
3525,CEPSA,1.339, ,1.259,CARRETERA M-404 KM. 31,TORREJON DE VELASCO,L-V 07,2019-04-15 01:34:29.269241
3526,GALP,1.369, ,1.279,CARRETERA C-404 KM. 28,TORREJON DE VELASCO,L-D 06,2019-04-15 01:34:34.195910
3527,CEPSA,1.419, ,1.309,CARRETERA VALDEMAQUEDA KM. 0,ROBLEDO DE CHAVELA,L-D 07,2019-04-15 01:34:39.313091
3528,REPSOL,1.389,1.479,1.299,"CL CARRETERA ARANJUEZ ,56 (CR M-305 (M-305 km 19,8)",VILLACONEJOS,L-D 07,2019-04-15 01:34:39.482779
3529,BLANCO,1.339,1.469,1.239,"CR M-103, 23,5",TALAMANCA DE JARAMA,L-D 06,2019-04-15 01:34:44.024931
3530,REPSOL,1.412,1.512,1.312,"CARRETERA N-3 KM. 39,2",PERALES DE TAJUÑA,L 06,2019-04-15 01:34:48.532623
3531,GALP,1.429,1.539,1.339,"CRTA. N-III PK. 41,00",PERALES DE TAJUÑA,L-D 24H,2019-04-15 01:34:53.034442
3532,REPSOL,1.429,1.539,1.339,"AUTOVIA E-901/A-3 KM. 35,2",PERALES DE TAJUÑA,L-D 06,2019-04-15 01:34:57.540810
3533,CEPSA,1.419,1.534,1.329,"AUTOVIA A-3 KM. 43,3",PERALES DE TAJUÑA,L-D 24H,2019-04-15 01:35:02.045658
3534,BP - PERALES DE TAJUÑA,1.389,1.531,1.299,"AUTOVIA A-3 (MADRID-LEVANTE) KM. 37,870",PERALES DE TAJUÑA,L-D 24H,2019-04-15 01:35:06.475779
3535,CEPSA,1.399,1.514,1.309,"CARRETERA M601 KM. 10,3",NAVACERRADA,L-D 07,2019-04-15 01:35:06.662705
3536,CEPSA,1.399,1.514,1.309,"CARRETERA M-601 KM. 10,3",NAVACERRADA,L-D 07,2019-04-15 01:35:06.877506
3537,REPSOL,1.399,1.519,1.309,"PLAZA FUENTE DE LOS ALAMOS, 12",CADALSO DE LOS VIDRIOS,L-S 06,2019-04-15 01:35:11.466375
3538,GALP,1.419,1.539,1.329,"CARRETERA M-501 KM. 40,500",NAVAS DEL REY,L-V 06,2019-04-15 01:35:16.382971
3539,TIELMES S.L.,1.379, ,1.299,"AVENIDA FERROCARRIL (DEL), 1",TIELMES,L-V 06,2019-04-15 01:35:20.888114
3540,SHELL,1.359,1.484,1.299,"AVDA. GENERALISIMO,12",CABRERA (LA),L-D 07,2019-04-15 01:35:25.392653
3541,SHELL,1.359, ,1.299,"AVENIDA AVDA. DE LA CABRERA S/N JUNTO AL HOSTAL EL CANCHO DEL AGUILA (A-1 KM 60), S/N",CABRERA (LA),L-D 24H,2019-04-15 01:35:30.108031
3542,CEPSA,1.399,1.514,1.309,"CARRETERA M-507 KM. 16,8",ALDEA DEL FRESNO,L-D 07,2019-04-15 01:35:35.224666
3543,BP VILLAMANTA, ,1.541,1.299,"CARRETERA M-507 KM. 6,700",VILLAMANTA,L-D 24H,2019-04-15 01:35:40.390150
3544,REPSOL ACTUALIZACION A 15/OCTUBRE/2007,1.419,1.539,1.319,"CR M-501, 48,2 (M-501 km 48,25)",PELAYOS DE LA PRESA,L-D 24H,2019-04-15 01:35:44.921739
3545,REPSOL,1.419, ,1.319,"CARRETERA CABANILLAS A BUSTARVIEJO KM. 5,320",BUSTARVIEJO,L-D 07,2019-04-15 01:35:49.666196
3546,REPSOL,1.449,1.549,1.349,AUTOVIA E-5/A-1 KM. 49,VENTURADA,L-D 06,2019-04-15 01:35:54.270963
3547,SHELL,1.399,1.539,1.319,"CARRETERA N III KM. 68,500",FUENTIDUEÑA DE TAJO,L-D 24H,2019-04-15 01:35:58.776406
3548,REPSOL,1.419,1.529,1.329,"AUTOVIA A-3 KM. 62,5",FUENTIDUEÑA DE TAJO,L-D 07,2019-04-15 01:36:03.702730
3549,CEPSA,1.399, ,1.309,"PLAZA HUERTA DE LAS FLORES, 2",BUITRAGO DEL LOZOYA,L-D 08,2019-04-15 01:36:10.660567
3550,REPSOL,1.389,1.529,1.299,"CL AVENIDA MADRID, S.N. (N-1 km 74,7)",BUITRAGO DEL LOZOYA,L 07,2019-04-15 01:36:15.161668
3551,CEPSA,1.399,1.514,1.309,"AVENIDA DEL VALLE, 39",RASCAFRIA,L 07,2019-04-15 01:36:19.847464
3552,REPSOL,1.419,1.529,1.329,"CR M-501, 34,1",COLMENAR DEL ARROYO,L-D 07,2019-04-15 01:36:20.072071
3553,REPSOL,1.419, ,1.329,"AUTOVIA M-501 KM. 34,1",COLMENAR DEL ARROYO,L-D 07,2019-04-15 01:36:20.254337
3554,GALP,1.419,1.539,1.329,CARRETERA M-501 KM. 27,VILLANUEVA DE PERALES,L-D 24H,2019-04-15 01:36:25.606812
3555,GALP,1.419,1.539,1.329,"CARRETERA M-501 KM. 26,800",VILLANUEVA DE PERALES,L-D 06,2019-04-15 01:36:30.521307
3556,BLANCA,1.309, ,1.279,CARRETERA M222 KM. 19,ESTREMERA,L-D 06,2019-04-15 01:36:36.871043
3557,REPSOL, ,1.485,1.283,"CARRETERA M-204 KM. 14,700",ORUSCO,L-D 06,2019-04-15 01:36:42.813989
3558,SHELL,1.349,1.474,1.299,"CTRA. N-I km 64,650",LOZOYUELA,L-D 07,2019-04-15 01:36:43.043618
3559,REPSOL,1.339,1.469,1.289,"CR N-1, 64,4 (A-1 km 64,44)",LOZOYUELA,L-D 24H,2019-04-15 01:36:47.519915
3560,REPSOL,1.409,1.509,1.319,"CARRETERA COMARCAL M236 KM. 51,600",PEZUELA DE LAS TORRES,L 07,2019-04-15 01:36:47.692842
3561,REPSOL,1.359,1.489,1.289,"CARRETERA M-604 KM. 14,100",LOZOYA,L 07,2019-04-15 01:36:47.862293
